Time,Model,acc_7,acc_5,acc_2,F1_score,Corr,MAE,Loss
2026/06/29 20:21:26 - ,DAGF,"(47.08, 0.0)","(55.39, 0.0)","(84.91, 0.0)","(84.9, 0.0)","(78.47, 0.0)","(72.34, 0.0)","(72.27, 0.0)"
